,Unnamed: 0,name,norad_id,mjd_t,jd_t,x_j2000_tle,y_j2000_tle,z_j2000_tle
24,24,tandemx,36605,59220.1672292361,2459220.667229236,3105.296066006368,52.3076738015592,6138.236991044811
25,25,tandemx,36605,59220.37330190977,2459220.87330191,-2081.924690002436,-1478.924728162707,6387.238447062046
26,26,tandemx,36605,59220.37330190977,2459220.87330191,-2081.924690002436,-1478.924728162707,6387.238447062046
27,27,tandemx,36605,59221.09053034708,2459221.590530347,2445.750225328564,-138.65496325542014,6427.71673141745
28,28,tandemx,36605,59221.29301901627,2459221.7930190163,-561.5087306254767,-1102.9543230794254,6765.637878609146
29,29,tandemx,36605,59222.93287736131,2459223.4328773613,3533.224344989626,380.6454188423302,5891.055072124176
30,30,tandemx,36605,59222.93287736131,2459223.4328773613,3533.224344989626,380.6454188423302,5891.055072124176
31,31,tandemx,36605,59223.91856243042,2459224.4185624304,4647.8642126103205,969.1163588154102,4981.141024579403
32,32,tandemx,36605,59224.12365802098,2459224.623658021,540.1437149773687,-757.3330012658911,6814.640041256801
33,33,tandemx,36605,59224.453903228976,2459224.953903229,-12.205705669572149,-958.9679816597294,6810.700747030363
34,34,tandemx,36605,59224.59656266216,2459225.096562662,-5590.546480045884,-2515.815805712871,3134.3648172589237
35,35,tandemx,36605,59224.7792022801,2459225.27920228,2425.3776323523616,5.40794222916921,6436.776108316612
36,36,tandemx,36605,59224.91456143512,2459225.414561435,255.5061221479276,-862.0382992142846,6818.833119663063
37,37,tandemx,36605,59228.611086030025,2459229.11108603,-4083.64957085288,-2556.0662125048043,4914.321080575033
38,38,tandemx,36605,59229.46762796305,2459229.967627963,-4159.726675782175,-2652.861617304716,4798.567894953442
39,39,tandemx,36605,59229.60167841427,2459230.1016784143,-5073.444155102371,-2925.683759949445,3619.499050075636
40,40,tandemx,36605,59229.80384988431,2459230.3038498843,-6123.572992603794,-3043.3590373571446,837.9213794568062
41,41,tandemx,36605,59230.589809664525,2459231.0898096645,-5058.257537189068,-3020.5448464167675,3562.0447742157053
42,42,tandemx,36605,59230.71505142376,2459231.215051424,-2036.1239689173133,-1934.0312797261097,6279.761482424586
43,43,tandemx,36605,59230.90874675941,2459231.4087467594,236.57742525490448,-885.3652237595094,6816.561808474884
44,44,tandemx,36605,59231.034945057705,2459231.5349450577,3314.1677063917373,786.9802975707768,5977.202603614167
45,45,tandemx,36605,59231.034945057705,2459231.5349450577,3314.1677063917373,786.9802975707768,5977.202603614167
46,46,tandemx,36605,59231.034945057705,2459231.5349450577,3314.752862699176,787.3149013616246,5976.815771884847
47,47,tandemx,36605,59237.24038960645,2459237.7403896064,-3892.9394673834527,-3243.4314195154666,4657.018043047801
48,48,tandemx,36605,59237.36851111101,2459237.868511111,-2199.468624710757,-2380.31692854141,6067.796054282694
49,49,tandemx,36605,59237.50644043973,2459238.00644044,-4809.870044806473,-3655.1849181705593,3301.353007498697
50,50,tandemx,36605,59238.42584886588,2459238.925848866,-3758.7207751646833,-3289.0624815759315,4734.2575700655125
51,51,tandemx,36605,59238.81484780088,2459239.314847801,-688.5023493743684,-1537.4066602399175,6668.448310052336
52,52,tandemx,36605,59238.81484780088,2459239.314847801,-688.5023493743684,-1537.4066602399175,6668.448310052336
53,53,tandemx,36605,59239.1374020488,2459239.637402049,2864.2505421696314,992.5546550368078,6175.202538803647
54,54,tandemx,36605,59239.47870570608,2459239.978705706,-3259.139788329332,-3122.722279037448,5193.742938929467
55,55,tandemx,36605,59239.47870570608,2459239.978705706,-3259.139788329332,-3122.722279037448,5193.742938929467
56,56,tandemx,36605,59239.92359471042,2459240.4235947104,4528.741245280603,2491.535371316221,4544.208900157606
57,57,tandemx,36605,59239.98734665522,2459240.487346655,5105.836215732045,3091.359172863356,3430.513249736875
58,58,tandemx,36605,59239.98734665522,2459240.487346655,5105.836215732045,3091.359172863356,3430.513249736875
59,59,tandemx,36605,59241.24488498829,2459241.7448849883,2961.473702717889,1210.4067708549803,6090.075316222004
60,60,tandemx,36605,59241.45084122708,2459241.950841227,-1275.8801119611544,-2026.5213999795812,6448.192427544669
61,61,tandemx,36605,59241.79209531238,2459242.2920953124,-5394.775527320861,-4227.703122785785,691.3129706599897
62,62,tandemx,36605,59241.96867031232,2459242.4686703123,3278.08046330691,1541.756868023741,5848.829189138241
63,63,tandemx,36605,59242.1057128706,2459242.6057128706,730.3680900912782,-572.9155458041787,6814.756077893444
64,64,tandemx,36605,59242.44487064797,2459242.944870648,-3925.367892316783,-3768.597800308125,4214.696245397873
65,65,tandemx,36605,59242.44487064797,2459242.944870648,-3925.367892316783,-3768.597800308125,4214.696245397873
66,66,tandemx,36605,59242.780758032575,2459243.2807580326,-5379.549862910441,-4294.622094040112,278.87676335117646
67,67,tandemx,36605,59242.95239744196,2459243.452397442,4714.13972980524,3076.816193286022,3961.369900483008
68,68,tandemx,36605,59243.09367710631,2459243.5936771063,772.4182663556657,-534.5686428372329,6813.24161529011
69,69,tandemx,36605,59243.50018181698,2459244.000181817,-4327.411610336912,-4091.761563138176,3453.394893460698
70,70,tandemx,36605,59243.50018181698,2459244.000181817,-4327.411610336912,-4091.761563138176,3453.394893460698
71,71,tandemx,36605,59243.816775243264,2459244.3167752437,1504.783089251366,86.784458535465,6710.667010544627
72,72,tandemx,36605,59243.94515383104,2459244.445153831,3045.0933725346013,1480.9308318470985,5988.401905975093
73,73,tandemx,36605,59244.08072457183,2459244.580724572,1268.3909962892076,-109.73170049495889,6759.047238700922
74,74,tandemx,36605,59244.28581137722,2459244.785811377,-2429.947513692667,-3001.6146918723234,5694.345631640397
75,75,tandemx,36605,59244.34989091428,2459244.8498909143,-1586.080003808033,-2398.490451382258,6249.409047799589
76,76,tandemx,36605,59244.34989091428,2459244.8498909143,-1586.080003808033,-2398.490451382258,6249.409047799589
77,77,tandemx,36605,59247.57767868042,2459248.0776786804,-1564.2881298533605,-2577.689710212392,6183.3260486681775
78,78,tandemx,36605,59247.89543319447,2459248.3954331945,3599.867680054625,2426.4437937653934,5338.281940601871
79,79,tandemx,36605,59247.89543319447,2459248.3954331945,3599.867680054625,2426.4437937653934,5338.281940601871
80,80,tandemx,36605,59248.16124881944,2459248.6612488194,2718.963743530069,1467.0726892570783,6146.29496214163
81,81,tandemx,36605,59248.5605587964,2459249.0605587964,903.3484975037956,-378.8476178379448,6807.660901790056
82,82,tandemx,36605,59248.5605587964,2459249.0605587964,903.3484975037956,-378.8476178379448,6807.660901790056
83,83,tandemx,36605,59248.89024837967,2459249.39024838,743.7518744480725,-533.4166184023233,6816.529125055389
84,84,tandemx,36605,59248.89024837967,2459249.39024838,743.7518744480725,-533.4166184023233,6816.529125055389
85,85,tandemx,36605,59249.14897377323,2459249.648973773,2812.9363462011,1646.66308807591,6058.126510257631
86,86,tandemx,36605,59249.55430869199,2459250.054308692,-1731.522048536102,-2853.943115578264,6015.298624652853
87,87,tandemx,36605,59249.55430869199,2459250.054308692,-1731.522048536102,-2853.943115578264,6015.298624652853
88,88,tandemx,36605,59249.685045636725,2459250.1850456367,-1279.543852930393,-2463.0652457729507,6294.049560843157
89,89,tandemx,36605,59253.704737210646,2459254.20473721,-1825.1226237855649,-3269.7375330204704,5771.825575439632
90,90,tandemx,36605,59253.704737210646,2459254.20473721,-1825.1226237855649,-3269.7375330204704,5771.825575439632
91,91,tandemx,36605,59254.88510809047,2459255.3851080905,434.1833431176939,-886.5223829584569,6806.606536825409
92,92,tandemx,36605,59255.20964657422,2459255.709646574,2346.4391559261817,1543.201191264337,6279.434299897964
93,93,tandemx,36605,59255.54827951407,2459256.048279514,-1415.3661364941888,-3004.1564663361214,6024.752112758614
94,94,tandemx,36605,59255.54827951407,2459256.048279514,-1415.3661364941888,-3004.1564663361214,6024.752112758614
95,95,tandemx,36605,59255.874262627214,2459256.374262627,-21.199756228067876,-1446.8609825805197,6723.673247568487
96,96,tandemx,36605,59255.874262627214,2459256.374262627,-21.199756228067876,-1446.8609825805197,6723.673247568487
97,97,tandemx,36605,59256.20925023127,2459256.7092502317,-2241.113279748171,-3924.706831801623,5188.858525020961
98,98,tandemx,36605,59256.53664519685,2459257.036645197,-1497.385844210527,-3174.549219891922,5916.692022177801
99,99,tandemx,36605,59256.53664519685,2459257.036645197,-1497.385844210527,-3174.549219891922,5916.692022177801
100,100,tandemx,36605,59256.86262050923,2459257.362620509,-134.064355633359,-1615.6055377192058,6683.961606932029
101,101,tandemx,36605,59256.86262050923,2459257.362620509,-134.064355633359,-1615.6055377192058,6683.961606932029
102,102,tandemx,36605,59257.19719231501,2459257.697192315,-2146.544027041376,-3933.321551288484,5221.606543185053
103,103,tandemx,36605,59257.590394977015,2459258.090394977,-1386.7608390587125,-3141.161702154985,5961.0831688543685
104,104,tandemx,36605,59257.85568380775,2459258.355683808,-2035.8866265902336,-3886.92147027864,5300.0462019169845
105,105,tandemx,36605,59257.85568380775,2459258.355683808,-2035.8866265902336,-3886.92147027864,5300.0462019169845
106,106,tandemx,36605,59258.04558738414,2459258.545587384,950.1668519481268,-233.12594951947463,6807.735822493583
107,107,tandemx,36605,59258.37934728013,2459258.87934728,-784.3066114794285,-2488.8905339804005,6364.336050467201
108,108,tandemx,36605,59259.70064681722,2459260.200646817,-2127.2788333119515,-4193.8573227387005,5023.81152025832
109,109,tandemx,36605,59259.83169275476,2459260.3316927548,-1888.204106851919,-3937.520696633075,5317.309174608553
110,110,tandemx,36605,59260.14895939827,2459260.6489593983,2455.4318029831543,2147.7495722730105,6056.756836354584
111,111,tandemx,36605,59260.22692555562,2459260.726925556,-1868.9902551301368,-3959.266699149339,5308.001718799639
112,112,tandemx,36605,59261.00386577565,2459261.503865776,2805.260863113912,2865.884228930696,5590.7373828500085
113,113,tandemx,36605,59261.60405381955,2459262.10405382,394.5967207769112,-1040.2122239113282,6787.167067737563
114,114,tandemx,36605,59262.591874027625,2459263.091874028,483.4730029869079,-923.1626375192278,6798.269373444965
115,115,tandemx,36605,59262.72653855337,2459263.2265385534,-555.0022864891347,-2482.6417639553183,6390.879675577624
116,116,tandemx,36605,59262.8560964237,2459263.356096424,222.492231681329,-1333.0166693865303,6743.73959122803
117,117,tandemx,36605,59263.049591632094,2459263.549591632,1622.721150796719,957.7050821397776,6615.040523807596
118,118,tandemx,36605,59263.3857726506,2459263.8857726506,-717.6479054228232,-2767.443736793151,6256.568611057435
119,119,tandemx,36605,59263.5249285996,2459264.0249286,-2874.7343670446667,-5498.061084125063,2985.252752939208
120,120,tandemx,36605,59263.71505582193,2459264.215055822,-681.8906630587641,-2742.244134527652,6271.671734885485
121,121,tandemx,36605,59263.90872490732,2459264.408724908,679.2903523614823,-624.156953953954,6815.51416362784
122,122,tandemx,36605,59264.04045569431,2459264.5404556943,682.5926722101775,-619.4949588504087,6815.601584959442
123,123,tandemx,36605,59264.3732965393,2459264.8732965398,-501.9572401005064,-2524.624423264034,6378.928519858306
124,124,tandemx,36605,59264.5723719676,2459265.072371968,-981.0758425318644,-3258.2813323497558,5979.190768759847
125,125,tandemx,36605,59264.77992498828,2459265.2799249883,-3329.3992292248663,-5976.185765138106,809.4531709346597
126,126,tandemx,36605,59265.02746271994,2459265.52746272,1024.1475405700887,-25.43280651448577,6801.001940157447
127,127,tandemx,36605,59265.361636227,2459265.861636227,-561.3240519103746,-2694.30279563406,6304.3126342812375
128,128,tandemx,36605,59265.5602601734,2459266.0602601734,-880.2408702855639,-3205.853101598618,6022.777249651562
129,129,tandemx,36605,59265.74613939831,2459266.2461393983,2614.5266461429924,3202.691886673036,5499.81170536628
130,130,tandemx,36605,59265.94521468738,2459266.4452146874,2268.100784755103,2463.145015655713,6009.550401330785
131,131,tandemx,36605,59266.08080725698,2459266.580807257,1194.775207500833,312.9633306798564,6765.936362528352
132,132,tandemx,36605,59266.61441177083,2459267.114411771,-901.15566264937,-3346.6813174879103,5942.694297649613
133,133,tandemx,36605,59266.61441177083,2459267.114411771,-901.15566264937,-3346.6813174879103,5942.694297649613
134,134,tandemx,36605,59266.87348144688,2459267.373481447,499.61723905920513,-979.0591187065572,6789.274743187065
135,135,tandemx,36605,59266.87348144688,2459267.373481447,499.61723905920513,-979.0591187065572,6789.274743187065
136,136,tandemx,36605,59267.20926013868,2459267.7092601387,-1464.253875434425,-4280.680404115681,5185.061779202065
137,137,tandemx,36605,59267.53665802069,2459268.0366580207,-876.5744893829158,-3407.2875743838235,5911.940792063784
138,138,tandemx,36605,59267.53665802069,2459268.0366580207,-876.5744893829158,-3407.2875743838235,5911.940792063784
139,139,tandemx,36605,59267.86192199076,2459268.3619219908,387.0933775893333,-1215.160952345875,6758.439444942009
140,140,tandemx,36605,59267.86192199076,2459268.3619219908,387.0933775893333,-1215.160952345875,6758.439444942009
141,141,tandemx,36605,59268.25081225717,2459268.750812257,2120.004830626159,2434.298388766623,6074.734767289273
142,142,tandemx,36605,59268.53117123852,2459269.0311712385,-2440.4693569856763,-5780.855525799356,2834.7294010488176
143,143,tandemx,36605,59268.53117123852,2459269.0311712385,-2440.4693569856763,-5780.855525799356,2834.7294010488176
144,144,tandemx,36605,59268.64666134259,2459269.1466613426,1956.275955509788,2096.3376531663644,6252.617197638609
145,145,tandemx,36605,59268.78546799766,2459269.2854679977,-9.623658498718184,-2005.290869033645,6579.313527265867
146,146,tandemx,36605,59269.10894638905,2459269.608946389,1647.7272979142092,1423.852289354266,6524.353157119526
147,147,tandemx,36605,59269.45005122665,2459269.9500512267,-1628.115528941009,-4849.105271699777,4604.428767141496
148,148,tandemx,36605,59269.45005122665,2459269.9500512267,-1628.115528941009,-4849.105271699777,4604.428767141496
149,149,tandemx,36605,59269.78590436326,2459270.2859043637,-2802.6535551438965,-6240.339437539839,810.3829596055592
150,150,tandemx,36605,59269.78590436326,2459270.2859043637,-2802.6535551438965,-6240.339437539839,810.3829596055592
151,151,tandemx,36605,59270.284081296064,2459270.784081296,2982.200651611212,5927.305021920271,1844.545437978828
152,152,tandemx,36605,59270.50785664329,2459271.0078566438,-2357.037384360842,-5989.243270481637,2448.457599301379
153,153,tandemx,36605,59270.818386180326,2459271.3183861803,2254.93318569278,3209.7695405721306,5652.197141381054
154,154,tandemx,36605,59270.818386180326,2459271.3183861803,2254.93318569278,3209.7695405721306,5652.197141381054
155,155,tandemx,36605,59271.01728173625,2459271.517281736,1999.4051138482823,2525.164735904992,6078.553061941687
156,156,tandemx,36605,59277.48991601868,2459277.9899160187,-1624.4827180828345,-6231.957914384013,2437.9452240772443
157,157,tandemx,36605,59277.67908376176,2459278.1790837618,0.5992610940772299,-2801.765585257778,6282.430091764115
158,158,tandemx,36605,59277.8136380557,2459278.313638056,-580.275253950077,-4284.426697319218,5352.649696673248
159,159,tandemx,36605,59278.19681048626,2459278.6968104863,1689.9785870609442,2823.7916789776896,6041.246192617088
160,160,tandemx,36605,59278.5366154979,2459279.036615498,-210.29954429760755,-3488.5611516815607,5925.61855386791
161,161,tandemx,36605,59278.73499989603,2459279.234999896,-354.0170751319067,-3896.376443276208,5659.218069552308
162,162,tandemx,36605,59278.86366035882,2459279.363660359,270.2959019274406,-2179.6056951817386,6518.07586883378
163,163,tandemx,36605,59279.19731998863,2459279.6973199886,-562.2687024843946,-4505.607239091388,5170.204010328759
164,164,tandemx,36605,59279.53148200223,2459280.031482002,-1352.8725461036793,-6206.932115797456,2656.580312069572
165,165,tandemx,36605,59279.53148200223,2459280.031482002,-1352.8725461036793,-6206.932115797456,2656.580312069572
166,166,tandemx,36605,59282.35653400468,2459282.8565340047,91.93300323342928,-3254.692032785801,6059.915888689323
167,167,tandemx,36605,59285.58487268537,2459286.0848726854,164.38406251962795,-3687.557233579542,5805.699246897494
168,168,tandemx,36605,59285.90846989583,2459286.408469896,890.536107316219,-166.28783041391895,6817.68243976316
169,169,tandemx,36605,59285.90846989583,2459286.408469896,890.536107316219,-166.28783041391895,6817.68243976316
170,170,tandemx,36605,59286.10569373844,2459286.6056937384,929.7169396581075,83.89057118956485,6813.981656441009
171,171,tandemx,36605,59286.57940289332,2459287.0794028933,-595.4311342582146,-6332.712072432936,2637.182499037778
172,172,tandemx,36605,59286.57940289332,2459287.0794028933,-595.4311342582146,-6332.712072432936,2637.182499037778
173,173,tandemx,36605,59286.780010717455,2459287.280010717,-893.5701701056948,-6789.055126830754,749.5122210902216
174,174,tandemx,36605,59286.780010717455,2459287.280010717,-893.5701701056948,-6789.055126830754,749.5122210902216
175,175,tandemx,36605,59287.08628662024,2459287.58628662,1311.0403207197655,4519.533152494779,5020.87400105333
176,176,tandemx,36605,59287.56747859949,2459288.0674785995,-493.54943468169705,-6354.365348488332,2606.148041583954
177,177,tandemx,36605,59287.62695447914,2459288.126954479,273.9885246340371,-3770.372258103287,5748.195125574792
178,178,tandemx,36605,59287.76811025478,2459288.268110255,-785.0969366054023,-6807.834842722338,701.0110267092952
179,179,tandemx,36605,59288.07172156265,2459288.5717215627,1200.3300831689603,5654.138419969914,3738.414219137875
180,180,tandemx,36605,59288.41986581031,2459288.9198658103,42.066084879058906,-5006.896715985258,4721.410697690877
181,181,tandemx,36605,59288.61745196767,2459289.117451968,61.38391980096671,-4997.911446673682,4730.596520983108
182,182,tandemx,36605,59288.86495012744,2459289.3649501274,1172.9304398934296,4449.518491832166,5116.348943632103
183,183,tandemx,36605,59288.86495012744,2459289.3649501274,1172.9304398934296,4449.518491832166,5116.348943632103
184,184,tandemx,36605,59289.2092462848,2459289.709246285,223.05021016880931,-4516.893080359852,5186.260344964493
185,185,tandemx,36605,59289.53645817144,2459290.0364581714,465.1699130200286,-3379.8485481314515,5973.947065943673
186,186,tandemx,36605,59289.53645817144,2459290.0364581714,465.1699130200286,-3379.8485481314515,5973.947065943673
187,187,tandemx,36605,59289.86027141195,2459290.360271412,917.5396964034204,90.96763076035714,6815.615556567071
188,188,tandemx,36605,59289.86027141195,2459290.360271412,917.5396964034204,90.96763076035714,6815.615556567071
189,189,tandemx,36605,59290.19720981503,2459290.697209815,306.3866772151416,-4479.220232192675,5214.717318848199
190,190,tandemx,36605,59290.53149324097,2459291.031493241,-162.42307641148716,-6355.304409020343,2644.8452433448106
191,191,tandemx,36605,59290.53149324097,2459291.031493241,-162.42307641148716,-6355.304409020343,2644.8452433448106
192,192,tandemx,36605,59290.909849618096,2459291.409849618,1034.6374037722271,2849.58950069109,6175.061943577825
193,193,tandemx,36605,59290.909849618096,2459291.409849618,1034.6374037722271,2849.58950069109,6175.061943577825
194,194,tandemx,36605,59291.111540972255,2459291.6115409723,925.2829298686842,260.3116997835669,6810.279441416998
195,195,tandemx,36605,59291.37953400472,2459291.8795340047,666.5954252264141,-2632.7350565665183,6319.979978954099
196,196,tandemx,36605,59291.37953400472,2459291.8795340047,666.5954252264141,-2632.7350565665183,6319.979978954099
197,197,tandemx,36605,59291.64846423594,2459292.148464236,223.61668658838735,-5445.195007780034,4204.373993974013
198,198,tandemx,36605,59291.64846423594,2459292.148464236,223.84240367137664,-5444.151860849403,4205.679570519667
199,199,tandemx,36605,59293.93457609974,2459294.4345761,660.5726593283115,5529.628384774164,4045.615578418741
200,200,tandemx,36605,59295.53406250011,2459296.0340625,627.628659796667,-5153.360227565293,4518.377431338091
201,201,tandemx,36605,59295.66523178248,2459296.1652317825,672.9539859829557,-4897.8464239631,4787.687076087706
202,202,tandemx,36605,59298.66180555569,2459299.161805556,-941.628001779784,4640.615315105639,-5011.127065486716
203,203,tandemx,36605,59299.081568368245,2459299.581568368,879.714517901239,402.39643172320586,6809.285031677694
204,204,tandemx,36605,59299.34923284734,2459299.849232848,1016.210486645254,-2297.5438644963533,6403.60070949815
205,205,tandemx,36605,59300.40318938671,2459300.9031893867,1059.173603988571,-2314.614149666821,6390.345464746863
206,206,tandemx,36605,59300.53693359951,2459301.0369335995,1097.198505417587,-3499.725928476967,5820.822296004355
207,207,tandemx,36605,59300.85328885401,2459301.353288854,268.3487518093267,4445.812634258197,5245.010787204506
208,208,tandemx,36605,59301.1972081596,2459301.69720816,1144.1109225526643,-4338.271552820656,5217.502103040098
209,209,tandemx,36605,59301.323079097085,2459301.823079097,992.1810131281236,-856.4889494475178,6751.867146180827
210,210,tandemx,36605,59301.46583466418,2459301.965834664,1018.9619606400132,-6325.927485422636,2522.847129269875
211,211,tandemx,36605,59301.775780347176,2459302.275780347,235.45174960579152,4279.29030895224,5382.80100430766
212,212,tandemx,36605,59301.97462668968,2459302.4746266897,359.3981368004976,3617.243773190722,5840.912916550193
213,213,tandemx,36605,59302.111561319325,2459302.61156132,861.6177241339047,416.5855736953862,6810.806042090089
214,214,tandemx,36605,59302.111561319325,2459302.61156132,861.6177241339047,416.5855736953862,6810.806042090089
215,215,tandemx,36605,59302.37866018526,2459302.8786601853,1109.08825589954,-1920.6076955447377,6511.0987406188215
216,216,tandemx,36605,59302.76999871526,2459303.2699987157,834.9013571080676,584.5720865102517,6801.77578373789
217,217,tandemx,36605,59302.96805959474,2459303.4680595947,874.60676035015,289.902598773211,6815.667628520145
218,218,tandemx,36605,59303.09107711818,2459303.591077118,-115.45183912375656,5240.476621753796,4459.948119717679
219,219,tandemx,36605,59303.57357260399,2459304.073572604,1248.772805884094,-6276.432831757611,2542.8624330384587
220,220,tandemx,36605,59303.57357260399,2459304.073572604,1248.772805884094,-6276.432831757611,2542.8624330384587
221,221,tandemx,36605,59306.6405148725,2459307.1405148725,-1344.316805110204,6757.179705707445,2.6669551808686918
222,222,tandemx,36605,59306.80390334502,2459307.303903345,1453.5140983816086,-6690.997215088255,759.6934573048302
223,223,tandemx,36605,59307.707999803126,2459308.207999803,458.8113076108425,1989.945673115416,6567.9966971032845
224,224,tandemx,36605,59307.849422222,2459308.349422222,1604.2373687584789,-3935.452671851392,5411.486261114099
225,225,tandemx,36605,59308.10557609936,2459308.6055761,814.1525548954052,501.7124492227466,6810.973703344692
226,226,tandemx,36605,59308.57258899324,2459309.072588993,1545.4775943789034,-3162.7278209879546,5911.091567526344
227,227,tandemx,36605,59308.57258899324,2459309.072588993,1545.4775943789034,-3162.7278209879546,5911.091567526344
228,228,tandemx,36605,59308.78001645813,2459309.280016458,1679.3351512327663,-6638.595040110961,751.7026200117525
229,229,tandemx,36605,59308.78001645813,2459309.280016458,1679.3351512327663,-6638.595040110961,751.7026200117525
230,230,tandemx,36605,59309.09235452535,2459309.5923545253,602.2099182074759,1303.5925684969802,6726.2973515859785
231,231,tandemx,36605,59309.09235452535,2459309.5923545253,602.2099182074759,1303.5925684969802,6726.2973515859785
232,232,tandemx,36605,59309.5673798495,2459310.067379849,1891.757463027008,-6059.192833579826,2669.0288527908792
233,233,tandemx,36605,59309.88437386556,2459310.3843738656,857.7535539592897,299.32705793792144,6817.4055012557865
234,234,tandemx,36605,59310.13968635397,2459310.639686354,-626.0840485159597,4895.335777641321,4796.11908699947
235,235,tandemx,36605,59310.80443245359,2459311.3044324536,470.9351052814388,1627.5097697970357,6666.066021446928
236,236,tandemx,36605,59311.20928476844,2459311.7092847684,1879.4169403540648,-4131.542978744282,5172.019531978486
237,237,tandemx,36605,59311.92687248858,2459312.4268724886,953.183595839052,-34.332667857190906,6811.419830613135
238,238,tandemx,36605,59312.59529307857,2459313.0952930786,2163.5267516613635,-5295.53107283462,3828.98427658128
239,239,tandemx,36605,59312.91479528928,2459313.4147952893,934.314468153982,44.24181546807848,6813.807094993364
240,240,tandemx,36605,59312.91479528928,2459313.4147952893,934.314468153982,44.24181546807848,6813.807094993364
241,241,tandemx,36605,59315.49498888897,2459315.994988889,2488.2617064960323,-5682.892309953399,2986.847699968462
242,242,tandemx,36605,59316.134151736274,2459316.6341517363,-1026.3439611397212,4614.007822760571,5001.0564253521625
243,243,tandemx,36605,59316.542526747566,2459317.042526748,1943.0994413378603,-2856.090873114972,5949.499133696776
244,244,tandemx,36605,59316.542526747566,2459317.042526748,1943.0994413378603,-2856.090873114972,5949.499133696776
245,245,tandemx,36605,59316.86607630784,2459317.366076308,733.8877416057325,605.6295004681696,6811.721599080806
246,246,tandemx,36605,59317.20324096084,2459317.703240961,2286.6163063500862,-3888.0082075375567,5196.934616369369
247,247,tandemx,36605,59317.53076164331,2459318.030761644,2027.5439021785253,-2936.5674536685674,5882.12415667009
248,248,tandemx,36605,59317.80394077534,2459318.303940776,2687.313138843192,-6296.139720929888,769.6566172578413
249,249,tandemx,36605,59318.19112968771,2459318.691129688,2333.144415907611,-3783.267666720377,5253.056198932543
250,250,tandemx,36605,59318.51926328708,2459319.019263287,2161.683779633784,-3156.8469225669364,5718.343605815431
251,251,tandemx,36605,59318.51926328708,2459319.019263287,2161.683779633784,-3156.8469225669364,5718.343605815431
252,252,tandemx,36605,59318.70318581024,2459319.2031858102,-1187.6085705134983,4491.637759351275,5076.105825273296
253,253,tandemx,36605,59319.89180273144,2459320.3918027314,-477.05586107048265,3037.914384355144,6153.54163111972
254,254,tandemx,36605,59320.08559793979,2459320.58559794,-1499.3339310510787,4793.303838035566,4705.194223460723
255,255,tandemx,36605,59320.27714822907,2459320.777148229,-2680.442938042027,6222.226098500593,1240.8087394479471
